fecha hora var lev value
2023-03-24 15:00:00 temp 500 267.8261
2023-03-24 15:00:00 temp 450 262.7778
2023-03-24 15:00:00 temp 400 257.3052
2023-03-24 15:00:00 temp 350 250.8025
2023-03-24 15:00:00 temp 300 242.5648
2023-03-24 15:00:00 temp 250 231.9257
2023-03-24 15:00:00 temp 200 218.7898
2023-03-24 15:00:00 temp 150 203.5862
2023-03-24 15:00:00 temp 100 193.7621
2023-03-24 15:00:00 temp 50 206.2938
2023-03-24 16:00:00 temp 1020 289.8067
2023-03-24 16:00:00 temp 1000 292.738
2023-03-24 16:00:00 temp 950 297.0094
2023-03-24 16:00:00 temp 925 294.698
2023-03-24 16:00:00 temp 900 292.6305
2023-03-24 16:00:00 temp 850 290.5701
2023-03-24 16:00:00 temp 800 288.2954
2023-03-24 16:00:00 temp 750 285.6738
2023-03-24 16:00:00 temp 700 282.7556
2023-03-24 16:00:00 temp 650 279.5981
2023-03-24 16:00:00 temp 600 276.1769
2023-03-24 16:00:00 temp 550 272.3897
2023-03-24 16:00:00 temp 500 268.0941
2023-03-24 16:00:00 temp 450 263.1283
2023-03-24 16:00:00 temp 400 257.4833
2023-03-24 16:00:00 temp 350 250.9509
2023-03-24 16:00:00 temp 300 242.7081
2023-03-24 16:00:00 temp 250 232.0584
2023-03-24 16:00:00 temp 200 218.9732
2023-03-24 16:00:00 temp 150 203.6424
2023-03-24 16:00:00 temp 100 193.8084
2023-03-24 16:00:00 temp 50 205.5331
2023-03-24 17:00:00 temp 1020 289.918
2023-03-24 17:00:00 temp 1000 292.8027
2023-03-24 17:00:00 temp 950 297.2427
2023-03-24 17:00:00 temp 925 294.9153
2023-03-24 17:00:00 temp 900 292.8139
2023-03-24 17:00:00 temp 850 290.6674
2023-03-24 17:00:00 temp 800 288.3819
2023-03-24 17:00:00 temp 750 285.7638
2023-03-24 17:00:00 temp 700 282.8061
2023-03-24 17:00:00 temp 650 279.5655
2023-03-24 17:00:00 temp 600 276.0977
2023-03-24 17:00:00 temp 550 272.2604
2023-03-24 17:00:00 temp 500 267.9782
2023-03-24 17:00:00 temp 450 263.2621
2023-03-24 17:00:00 temp 400 257.6902
2023-03-24 17:00:00 temp 350 251.0281
2023-03-24 17:00:00 temp 300 242.8068
2023-03-24 17:00:00 temp 250 232.2017
2023-03-24 17:00:00 temp 200 219.1536
2023-03-24 17:00:00 temp 150 203.8486
2023-03-24 17:00:00 temp 100 193.3988
2023-03-24 17:00:00 temp 50 205.4216
2023-03-24 18:00:00 temp 1020 290.0363
2023-03-24 18:00:00 temp 1000 292.5455
2023-03-24 18:00:00 temp 950 297.4591
2023-03-24 18:00:00 temp 925 295.1263
2023-03-24 18:00:00 temp 900 292.9823
2023-03-24 18:00:00 temp 850 290.7071
2023-03-24 18:00:00 temp 800 288.4171
2023-03-24 18:00:00 temp 750 285.8003
2023-03-24 18:00:00 temp 700 282.8202
2023-03-24 18:00:00 temp 650 279.5502
2023-03-24 18:00:00 temp 600 276.1103
2023-03-24 18:00:00 temp 550 272.3199
2023-03-24 18:00:00 temp 500 268.0522
2023-03-24 18:00:00 temp 450 263.3774
2023-03-24 18:00:00 temp 400 257.8979
2023-03-24 18:00:00 temp 350 251.1879
2023-03-24 18:00:00 temp 300 242.8911
2023-03-24 18:00:00 temp 250 232.3597
2023-03-24 18:00:00 temp 200 219.2513
2023-03-24 18:00:00 temp 150 204.3527
2023-03-24 18:00:00 temp 100 192.7115
2023-03-24 18:00:00 temp 50 205.483
2023-03-24 19:00:00 temp 1020 289.9717
2023-03-24 19:00:00 temp 1000 289.5599
2023-03-24 19:00:00 temp 950 297.6792
2023-03-24 19:00:00 temp 925 295.3534
2023-03-24 19:00:00 temp 900 293.1849
2023-03-24 19:00:00 temp 850 290.7659
2023-03-24 19:00:00 temp 800 288.5113
2023-03-24 19:00:00 temp 750 285.8898
2023-03-24 19:00:00 temp 700 282.887
2023-03-24 19:00:00 temp 650 279.6424
2023-03-24 19:00:00 temp 600 276.2358
2023-03-24 19:00:00 temp 550 272.4575
2023-03-24 19:00:00 temp 500 268.1965
2023-03-24 19:00:00 temp 450 263.5161
2023-03-24 19:00:00 temp 400 258.0349
2023-03-24 19:00:00 temp 350 251.3657
2023-03-24 19:00:00 temp 300 243.0943
2023-03-24 19:00:00 temp 250 232.4132
2023-03-24 19:00:00 temp 200 219.3365
2023-03-24 19:00:00 temp 150 204.487
2023-03-24 19:00:00 temp 100 192.5641
2023-03-24 19:00:00 temp 50 205.2471
2023-03-24 20:00:00 temp 1020 289.8906
2023-03-24 20:00:00 temp 1000 289.0529
2023-03-24 20:00:00 temp 950 297.8624
2023-03-24 20:00:00 temp 925 295.5434
2023-03-24 20:00:00 temp 900 293.3474
2023-03-24 20:00:00 temp 850 290.7651
2023-03-24 20:00:00 temp 800 288.5409
2023-03-24 20:00:00 temp 750 285.9156
2023-03-24 20:00:00 temp 700 282.9177
2023-03-24 20:00:00 temp 650 279.7587
2023-03-24 20:00:00 temp 600 276.3859
2023-03-24 20:00:00 temp 550 272.6096
2023-03-24 20:00:00 temp 500 268.3627
2023-03-24 20:00:00 temp 450 263.6442
2023-03-24 20:00:00 temp 400 258.0608
2023-03-24 20:00:00 temp 350 251.3873
2023-03-24 20:00:00 temp 300 243.1202
2023-03-24 20:00:00 temp 250 232.4076
2023-03-24 20:00:00 temp 200 219.3477
2023-03-24 20:00:00 temp 150 204.6971
2023-03-24 20:00:00 temp 100 192.4336
2023-03-24 20:00:00 temp 50 205.5246
2023-03-24 21:00:00 temp 1020 289.7953
2023-03-24 21:00:00 temp 1000 288.9501
2023-03-24 21:00:00 temp 950 297.9734
2023-03-24 21:00:00 temp 925 295.6704
2023-03-24 21:00:00 temp 900 293.4505
2023-03-24 21:00:00 temp 850 290.7475
2023-03-24 21:00:00 temp 800 288.526
2023-03-24 21:00:00 temp 750 285.871
2023-03-24 21:00:00 temp 700 282.9481
2023-03-24 21:00:00 temp 650 279.8572
2023-03-24 21:00:00 temp 600 276.488
2023-03-24 21:00:00 temp 550 272.7006
2023-03-24 21:00:00 temp 500 268.452
2023-03-24 21:00:00 temp 450 263.6825
2023-03-24 21:00:00 temp 400 258.0413
2023-03-24 21:00:00 temp 350 251.3498
2023-03-24 21:00:00 temp 300 243.1227
2023-03-24 21:00:00 temp 250 232.4514
2023-03-24 21:00:00 temp 200 219.3416
2023-03-24 21:00:00 temp 150 205.2813
2023-03-24 21:00:00 temp 100 192.546
2023-03-24 21:00:00 temp 50 205.2722
2023-03-24 22:00:00 temp 1020 289.6707
2023-03-24 22:00:00 temp 1000 288.8239
2023-03-24 22:00:00 temp 950 298.0025
2023-03-24 22:00:00 temp 925 295.7231
2023-03-24 22:00:00 temp 900 293.5077
2023-03-24 22:00:00 temp 850 290.8134
2023-03-24 22:00:00 temp 800 288.5512
2023-03-24 22:00:00 temp 750 285.8572
2023-03-24 22:00:00 temp 700 283.03
2023-03-24 22:00:00 temp 650 279.96
2023-03-24 22:00:00 temp 600 276.5629
2023-03-24 22:00:00 temp 550 272.7461
2023-03-24 22:00:00 temp 500 268.4453
2023-03-24 22:00:00 temp 450 263.6064
2023-03-24 22:00:00 temp 400 257.9305
2023-03-24 22:00:00 temp 350 251.2274
2023-03-24 22:00:00 temp 300 242.9684
2023-03-24 22:00:00 temp 250 232.3565
2023-03-24 22:00:00 temp 200 219.3153
2023-03-24 22:00:00 temp 150 205.3189
2023-03-24 22:00:00 temp 100 192.6126
2023-03-24 22:00:00 temp 50 205.3271
2023-03-24 23:00:00 temp 1020 289.5195
2023-03-24 23:00:00 temp 1000 288.6809
2023-03-24 23:00:00 temp 950 297.9398
2023-03-24 23:00:00 temp 925 295.6912
2023-03-24 23:00:00 temp 900 293.5173
2023-03-24 23:00:00 temp 850 290.9338
2023-03-24 23:00:00 temp 800 288.5777
2023-03-24 23:00:00 temp 750 285.8032
2023-03-24 23:00:00 temp 700 283.0654
2023-03-24 23:00:00 temp 650 280.0544
2023-03-24 23:00:00 temp 600 276.6387
2023-03-24 23:00:00 temp 550 272.7769
2023-03-24 23:00:00 temp 500 268.3266
2023-03-24 23:00:00 temp 450 263.3879
2023-03-24 23:00:00 temp 400 257.7414
2023-03-24 23:00:00 temp 350 251.1256
2023-03-24 23:00:00 temp 300 242.9099
2023-03-24 23:00:00 temp 250 232.305
2023-03-24 23:00:00 temp 200 219.2747
2023-03-24 23:00:00 temp 150 204.9854
2023-03-24 23:00:00 temp 100 192.3411
2023-03-24 23:00:00 temp 50 205.8584
2023-03-25 00:00:00 temp 1020 289.3659
2023-03-25 00:00:00 temp 1000 288.5411
2023-03-25 00:00:00 temp 950 297.835
2023-03-25 00:00:00 temp 925 295.6174
2023-03-25 00:00:00 temp 900 293.455
2023-03-25 00:00:00 temp 850 290.8303
2023-03-25 00:00:00 temp 800 288.4544
2023-03-25 00:00:00 temp 750 285.6434
2023-03-25 00:00:00 temp 700 282.9625
2023-03-25 00:00:00 temp 650 280.0186
2023-03-25 00:00:00 temp 600 276.6425
2023-03-25 00:00:00 temp 550 272.7272
2023-03-25 00:00:00 temp 500 268.1451
2023-03-25 00:00:00 temp 450 263.1581
2023-03-25 00:00:00 temp 400 257.5648
2023-03-25 00:00:00 temp 350 251.037
2023-03-25 00:00:00 temp 300 242.7937
2023-03-25 00:00:00 temp 250 232.1871
2023-03-25 00:00:00 temp 200 219.1083
2023-03-25 00:00:00 temp 150 204.528
2023-03-25 00:00:00 temp 100 192.293
2023-03-25 00:00:00 temp 50 206.454
2023-03-25 01:00:00 temp 1020 289.3137
2023-03-25 01:00:00 temp 1000 288.4888
2023-03-25 01:00:00 temp 950 297.7039
2023-03-25 01:00:00 temp 925 295.5202
2023-03-25 01:00:00 temp 900 293.4064
2023-03-25 01:00:00 temp 850 290.8627
2023-03-25 01:00:00 temp 800 288.4341
2023-03-25 01:00:00 temp 750 285.5498
2023-03-25 01:00:00 temp 700 282.7949
2023-03-25 01:00:00 temp 650 279.8748
2023-03-25 01:00:00 temp 600 276.5283
2023-03-25 01:00:00 temp 550 272.503
2023-03-25 01:00:00 temp 500 267.9531
2023-03-25 01:00:00 temp 450 263.0182
2023-03-25 01:00:00 temp 400 257.6602
2023-03-25 01:00:00 temp 350 251.2092
2023-03-25 01:00:00 temp 300 242.7918
2023-03-25 01:00:00 temp 250 232.1666
2023-03-25 01:00:00 temp 200 219.0027
2023-03-25 01:00:00 temp 150 204.1719
2023-03-25 01:00:00 temp 100 192.3821
2023-03-25 01:00:00 temp 50 206.9069
2023-03-25 02:00:00 temp 1020 289.2792
2023-03-25 02:00:00 temp 1000 288.4455
2023-03-25 02:00:00 temp 950 297.5849
2023-03-25 02:00:00 temp 925 295.4594
2023-03-25 02:00:00 temp 900 293.394
2023-03-25 02:00:00 temp 850 290.9645
2023-03-25 02:00:00 temp 800 288.5266
2023-03-25 02:00:00 temp 750 285.5906
2023-03-25 02:00:00 temp 700 282.7257
2023-03-25 02:00:00 temp 650 279.7261
2023-03-25 02:00:00 temp 600 276.3277
2023-03-25 02:00:00 temp 550 272.2899
2023-03-25 02:00:00 temp 500 267.8892
2023-03-25 02:00:00 temp 450 263.0685
2023-03-25 02:00:00 temp 400 257.8766
2023-03-25 02:00:00 temp 350 251.4214
2023-03-25 02:00:00 temp 300 242.8368
2023-03-25 02:00:00 temp 250 232.0962
2023-03-25 02:00:00 temp 200 218.8875
2023-03-25 02:00:00 temp 150 203.81
2023-03-25 02:00:00 temp 100 192.3755
2023-03-25 02:00:00 temp 50 207.0864
2023-03-25 03:00:00 temp 1020 289.2489
2023-03-25 03:00:00 temp 1000 288.4089
2023-03-25 03:00:00 temp 950 297.476
2023-03-25 03:00:00 temp 925 295.3452
2023-03-25 03:00:00 temp 900 293.3448
2023-03-25 03:00:00 temp 850 291.0873
2023-03-25 03:00:00 temp 800 288.6328
2023-03-25 03:00:00 temp 750 285.711
2023-03-25 03:00:00 temp 700 282.7359
2023-03-25 03:00:00 temp 650 279.6211
2023-03-25 03:00:00 temp 600 276.1128
2023-03-25 03:00:00 temp 550 272.1163
2023-03-25 03:00:00 temp 500 267.7352
2023-03-25 03:00:00 temp 450 262.9888
2023-03-25 03:00:00 temp 400 258.0514
2023-03-25 03:00:00 temp 350 251.5237
2023-03-25 03:00:00 temp 300 242.776
2023-03-25 03:00:00 temp 250 232.0258
2023-03-25 03:00:00 temp 200 218.7787
2023-03-25 03:00:00 temp 150 203.5831
2023-03-25 03:00:00 temp 100 192.583
2023-03-25 03:00:00 temp 50 207.2032
2023-03-25 04:00:00 temp 1020 289.2133
2023-03-25 04:00:00 temp 1000 291.0151
2023-03-25 04:00:00 temp 950 297.3682
2023-03-25 04:00:00 temp 925 295.273
2023-03-25 04:00:00 temp 900 293.5302
2023-03-25 04:00:00 temp 850 291.164
2023-03-25 04:00:00 temp 800 288.6447
2023-03-25 04:00:00 temp 750 285.6683
2023-03-25 04:00:00 temp 700 282.6307
2023-03-25 04:00:00 temp 650 279.5308
2023-03-25 04:00:00 temp 600 275.9511
2023-03-25 04:00:00 temp 550 271.8123
2023-03-25 04:00:00 temp 500 267.4986
2023-03-25 04:00:00 temp 450 262.9408
2023-03-25 04:00:00 temp 400 257.9301
2023-03-25 04:00:00 temp 350 251.3638
2023-03-25 04:00:00 temp 300 242.6966
2023-03-25 04:00:00 temp 250 231.9512
2023-03-25 04:00:00 temp 200 218.6709
2023-03-25 04:00:00 temp 150 203.4533
2023-03-25 04:00:00 temp 100 192.5856
2023-03-25 04:00:00 temp 50 207.7553
2023-03-25 05:00:00 temp 1020 289.163
2023-03-25 05:00:00 temp 1000 291.5489
2023-03-25 05:00:00 temp 950 297.2294
2023-03-25 05:00:00 temp 925 295.2363
2023-03-25 05:00:00 temp 900 293.5409
2023-03-25 05:00:00 temp 850 291.0795
2023-03-25 05:00:00 temp 800 288.4502
2023-03-25 05:00:00 temp 750 285.4958
2023-03-25 05:00:00 temp 700 282.4346
2023-03-25 05:00:00 temp 650 279.3643
2023-03-25 05:00:00 temp 600 275.6173
2023-03-25 05:00:00 temp 550 271.2919
2023-03-25 05:00:00 temp 500 267.037
2023-03-25 05:00:00 temp 450 262.8493
2023-03-25 05:00:00 temp 400 257.8135
2023-03-25 05:00:00 temp 350 251.2454
2023-03-25 05:00:00 temp 300 242.6832
2023-03-25 05:00:00 temp 250 231.9173
2023-03-25 05:00:00 temp 200 218.6337
2023-03-25 05:00:00 temp 150 203.5519
2023-03-25 05:00:00 temp 100 192.735
2023-03-25 05:00:00 temp 50 208.0518
2023-03-25 06:00:00 temp 1020 289.1265
2023-03-25 06:00:00 temp 1000 291.6653
2023-03-25 06:00:00 temp 950 297.0269
2023-03-25 06:00:00 temp 925 295.158
2023-03-25 06:00:00 temp 900 293.454
2023-03-25 06:00:00 temp 850 291.0184
2023-03-25 06:00:00 temp 800 288.3928
2023-03-25 06:00:00 temp 750 285.5159
2023-03-25 06:00:00 temp 700 282.5051
2023-03-25 06:00:00 temp 650 279.4387
2023-03-25 06:00:00 temp 600 275.4993
2023-03-25 06:00:00 temp 550 271.0834
2023-03-25 06:00:00 temp 500 266.8521
2023-03-25 06:00:00 temp 450 262.8167
2023-03-25 06:00:00 temp 400 257.7973
2023-03-25 06:00:00 temp 350 251.2589
2023-03-25 06:00:00 temp 300 242.6615
2023-03-25 06:00:00 temp 250 231.8789
2023-03-25 06:00:00 temp 200 218.607
2023-03-25 06:00:00 temp 150 203.5909
2023-03-25 06:00:00 temp 100 192.7863
2023-03-25 06:00:00 temp 50 208.2932
2023-03-25 07:00:00 temp 1020 289.1147
2023-03-25 07:00:00 temp 1000 291.739
2023-03-25 07:00:00 temp 950 296.8208
2023-03-25 07:00:00 temp 925 295.0576
2023-03-25 07:00:00 temp 900 293.4153
2023-03-25 07:00:00 temp 850 291.0259
2023-03-25 07:00:00 temp 800 288.4253
2023-03-25 07:00:00 temp 750 285.6034
2023-03-25 07:00:00 temp 700 282.6381
2023-03-25 07:00:00 temp 650 279.5286
2023-03-25 07:00:00 temp 600 275.4077
2023-03-25 07:00:00 temp 550 271.0079
2023-03-25 07:00:00 temp 500 266.8142
2023-03-25 07:00:00 temp 450 262.8199
2023-03-25 07:00:00 temp 400 257.7915
2023-03-25 07:00:00 temp 350 251.1778
2023-03-25 07:00:00 temp 300 242.5477
2023-03-25 07:00:00 temp 250 231.816
2023-03-25 07:00:00 temp 200 218.5428
2023-03-25 07:00:00 temp 150 203.4258
2023-03-25 07:00:00 temp 100 193.0648
2023-03-25 07:00:00 temp 50 208.6359
2023-03-25 08:00:00 temp 1020 289.0903
2023-03-25 08:00:00 temp 1000 292.0791
2023-03-25 08:00:00 temp 950 296.6259
2023-03-25 08:00:00 temp 925 294.9606
2023-03-25 08:00:00 temp 900 293.3507
2023-03-25 08:00:00 temp 850 290.982
2023-03-25 08:00:00 temp 800 288.3917
2023-03-25 08:00:00 temp 750 285.5776
2023-03-25 08:00:00 temp 700 282.5919
2023-03-25 08:00:00 temp 650 279.4188
2023-03-25 08:00:00 temp 600 275.2194
2023-03-25 08:00:00 temp 550 270.9149
2023-03-25 08:00:00 temp 500 266.8054
2023-03-25 08:00:00 temp 450 262.7894
2023-03-25 08:00:00 temp 400 257.6698
2023-03-25 08:00:00 temp 350 250.9789
2023-03-25 08:00:00 temp 300 242.4617
2023-03-25 08:00:00 temp 250 231.7169
2023-03-25 08:00:00 temp 200 218.4624
2023-03-25 08:00:00 temp 150 203.2076
2023-03-25 08:00:00 temp 100 193.0451
2023-03-25 08:00:00 temp 50 208.7794
2023-03-25 09:00:00 temp 1020 289.0627
2023-03-25 09:00:00 temp 1000 292.5244
2023-03-25 09:00:00 temp 950 296.4619
2023-03-25 09:00:00 temp 925 294.8815
2023-03-25 09:00:00 temp 900 293.2776
2023-03-25 09:00:00 temp 850 290.9176
2023-03-25 09:00:00 temp 800 288.3344
2023-03-25 09:00:00 temp 750 285.4727
2023-03-25 09:00:00 temp 700 282.3463
2023-03-25 09:00:00 temp 650 279.063
2023-03-25 09:00:00 temp 600 274.9538
2023-03-25 09:00:00 temp 550 270.8563
2023-03-25 09:00:00 temp 500 266.8008
2023-03-25 09:00:00 temp 450 262.7722
2023-03-25 09:00:00 temp 400 257.6492
2023-03-25 09:00:00 temp 350 250.9579
2023-03-25 09:00:00 temp 300 242.4189
2023-03-25 09:00:00 temp 250 231.6515
2023-03-25 09:00:00 temp 200 218.4159
2023-03-25 09:00:00 temp 150 203.1305
2023-03-25 09:00:00 temp 100 193.0366
2023-03-25 09:00:00 temp 50 208.8851
2023-03-25 10:00:00 temp 1020 289.0398
2023-03-25 10:00:00 temp 1000 292.8137
2023-03-25 10:00:00 temp 950 296.3106
2023-03-25 10:00:00 temp 925 294.799
2023-03-25 10:00:00 temp 900 293.3136
2023-03-25 10:00:00 temp 850 291.0115
2023-03-25 10:00:00 temp 800 288.4758
2023-03-25 10:00:00 temp 750 285.5764
2023-03-25 10:00:00 temp 700 282.1738
2023-03-25 10:00:00 temp 650 278.7115
2023-03-25 10:00:00 temp 600 274.7861
2023-03-25 10:00:00 temp 550 270.7672
2023-03-25 10:00:00 temp 500 266.7419
2023-03-25 10:00:00 temp 450 262.6847
2023-03-25 10:00:00 temp 400 257.6395
2023-03-25 10:00:00 temp 350 251.0046
2023-03-25 10:00:00 temp 300 242.3379
2023-03-25 10:00:00 temp 250 231.5914
2023-03-25 10:00:00 temp 200 218.3835
2023-03-25 10:00:00 temp 150 203.1602
2023-03-25 10:00:00 temp 100 193.0412
2023-03-25 10:00:00 temp 50 208.9091
2023-03-25 11:00:00 temp 1020 289.0157
2023-03-25 11:00:00 temp 1000 293.1288
2023-03-25 11:00:00 temp 950 296.1286
2023-03-25 11:00:00 temp 925 294.673
2023-03-25 11:00:00 temp 900 293.2622
2023-03-25 11:00:00 temp 850 290.9762
2023-03-25 11:00:00 temp 800 288.4724
2023-03-25 11:00:00 temp 750 285.6056
2023-03-25 11:00:00 temp 700 281.9552
2023-03-25 11:00:00 temp 650 278.4518
2023-03-25 11:00:00 temp 600 274.6834
2023-03-25 11:00:00 temp 550 270.7498
2023-03-25 11:00:00 temp 500 266.7158
2023-03-25 11:00:00 temp 450 262.6486
2023-03-25 11:00:00 temp 400 257.5571
2023-03-25 11:00:00 temp 350 251.0102
2023-03-25 11:00:00 temp 300 242.3067
2023-03-25 11:00:00 temp 250 231.526
2023-03-25 11:00:00 temp 200 218.377
2023-03-25 11:00:00 temp 150 203.2524
2023-03-25 11:00:00 temp 100 193.2092
2023-03-25 11:00:00 temp 50 208.744
2023-03-25 12:00:00 temp 1020 289.013
2023-03-25 12:00:00 temp 1000 293.5287
2023-03-25 12:00:00 temp 950 296.0339
2023-03-25 12:00:00 temp 925 294.5493
2023-03-25 12:00:00 temp 900 293.1714
2023-03-25 12:00:00 temp 850 290.9034
2023-03-25 12:00:00 temp 800 288.4275
2023-03-25 12:00:00 temp 750 285.6286
2023-03-25 12:00:00 temp 700 281.9077
2023-03-25 12:00:00 temp 650 278.4818
2023-03-25 12:00:00 temp 600 274.7409
2023-03-25 12:00:00 temp 550 270.9019
2023-03-25 12:00:00 temp 500 266.6935
2023-03-25 12:00:00 temp 450 262.5344
2023-03-25 12:00:00 temp 400 257.3815
2023-03-25 12:00:00 temp 350 250.9081
2023-03-25 12:00:00 temp 300 242.2307
2023-03-25 12:00:00 temp 250 231.4056
2023-03-25 12:00:00 temp 200 218.3567
2023-03-25 12:00:00 temp 150 203.327
2023-03-25 12:00:00 temp 100 193.453
2023-03-25 12:00:00 temp 50 208.7908
